log_id,user_id,char_id,route_id,status,actual_profit,created_at
L00862,U0007,C002,R01,Completed,1875,2026-04-05 23:00:00
L00863,U0025,C004,R01,Completed,1724,2026-04-28 10:00:00
L00864,U0094,C001,R03,Completed,750,2026-04-30 11:00:00
L00865,U0053,C004,R01,Completed,1724,2026-04-26 15:00:00
L00866,U0018,C002,R03,Completed,625,2026-04-23 16:00:00
L00867,U0067,C002,R03,Completed,625,2026-04-24 20:00:00
L00868,U0032,C004,R03,Failed,0,2026-04-11 10:00:00
L00869,U0033,C004,R03,Completed,575,2026-04-30 18:00:00
L00870,U0065,C004,R02,Failed,0,2026-04-22 20:00:00
L00871,U0087,C003,R02,Completed,840,2026-04-06 09:00:00
L00872,U0081,C002,R03,Completed,625,2026-04-02 16:00:00
L00873,U0062,C003,R01,Completed,1575,2026-04-30 22:00:00
L00874,U0022,C002,R03,Failed,0,2026-04-22 07:00:00
L00875,U0048,C001,R02,Completed,1200,2026-04-20 00:00:00
L00876,U0051,C002,R03,Completed,625,2026-04-13 13:00:00
L00877,U0023,C002,R03,Completed,625,2026-04-26 22:00:00
L00878,U0092,C001,R03,Completed,750,2026-04-26 11:00:00
L00879,U0055,C002,R01,Completed,1875,2026-04-10 20:00:00
L00880,U0086,C001,R02,Completed,1200,2026-04-29 20:00:00
L00881,U0080,C004,R03,Completed,575,2026-04-20 14:00:00
L00882,U0068,C004,R02,Completed,919,2026-04-26 22:00:00
L00883,U0073,C001,R02,Completed,1200,2026-04-25 03:00:00
L00884,U0091,C002,R01,Completed,1875,2026-04-21 05:00:00
L00885,U0050,C002,R01,Completed,1875,2026-04-15 18:00:00
L00886,U0090,C001,R01,Completed,2250,2026-04-07 20:00:00
L00887,U0081,C002,R02,Completed,1000,2026-04-25 22:00:00
L00888,U0075,C004,R03,Completed,575,2026-04-27 20:00:00
L00889,U0038,C003,R01,Completed,1575,2026-04-07 23:00:00
L00890,U0039,C003,R03,Completed,525,2026-04-27 06:00:00
L00891,U0040,C004,R03,Completed,575,2026-04-27 01:00:00
L00892,U0057,C001,R03,Completed,750,2026-04-24 17:00:00
L00893,U0050,C004,R01,Completed,1724,2026-04-21 00:00:00
L00894,U0044,C003,R02,Completed,840,2026-04-24 10:00:00
L00895,U0041,C004,R03,Completed,575,2026-04-18 12:00:00
L00896,U0091,C004,R03,Completed,575,2026-04-18 11:00:00
L00897,U0034,C003,R01,Completed,1575,2026-04-28 15:00:00
L00898,U0074,C004,R03,Failed,0,2026-04-12 15:00:00
L00899,U0024,C001,R02,Completed,1200,2026-04-28 16:00:00
L00900,U0006,C004,R01,Completed,1724,2026-04-07 05:00:00
L00901,U0034,C002,R02,Completed,1000,2026-04-16 13:00:00
L00902,U0032,C002,R03,Completed,625,2026-04-07 13:00:00
L00903,U0061,C003,R01,Completed,1575,2026-04-18 09:00:00
L00904,U0011,C001,R02,Completed,1200,2026-04-21 20:00:00
L00905,U0013,C002,R01,Completed,1875,2026-04-10 00:00:00
L00906,U0063,C002,R01,Completed,1875,2026-04-05 07:00:00
L00907,U0022,C002,R03,Completed,625,2026-04-25 15:00:00
L00908,U0055,C002,R01,Completed,1875,2026-04-27 05:00:00
L00909,U0088,C002,R01,Failed,0,2026-04-14 07:00:00
L00910,U0097,C003,R01,Completed,1575,2026-04-26 03:00:00
L00911,U0064,C002,R02,Completed,1000,2026-04-02 09:00:00
L00912,U0064,C003,R01,Completed,1575,2026-04-13 00:00:00
L00913,U0083,C004,R02,Completed,919,2026-04-22 21:00:00
L00914,U0021,C002,R03,Completed,625,2026-04-04 17:00:00
L00915,U0048,C004,R01,Completed,1724,2026-04-26 17:00:00
L00916,U0036,C002,R02,Completed,1000,2026-04-25 11:00:00
L00917,U0019,C002,R02,Completed,1000,2026-04-28 19:00:00
L00918,U0089,C001,R02,Completed,1200,2026-04-29 09:00:00
L00919,U0021,C002,R01,Completed,1875,2026-04-07 09:00:00
L00920,U0039,C002,R02,Completed,1000,2026-04-17 10:00:00
L00921,U0088,C004,R02,Failed,0,2026-04-23 05:00:00
L00922,U0022,C002,R01,Completed,1875,2026-04-08 11:00:00
L00923,U0016,C004,R01,Completed,1724,2026-04-15 14:00:00
L00924,U0074,C003,R01,Completed,1575,2026-04-15 10:00:00
L00925,U0030,C003,R01,Completed,1575,2026-04-20 07:00:00
L00926,U0038,C001,R03,Completed,750,2026-04-30 14:00:00
L00927,U0085,C003,R03,Completed,525,2026-04-03 04:00:00
L00928,U0068,C001,R03,Completed,750,2026-04-19 02:00:00
L00929,U0095,C001,R01,Failed,0,2026-04-20 09:00:00
L00930,U0087,C004,R02,Completed,919,2026-04-12 05:00:00
L00931,U0012,C002,R01,Failed,0,2026-04-03 00:00:00
L00932,U0014,C004,R02,Completed,919,2026-04-08 20:00:00
L00933,U0094,C003,R03,Failed,0,2026-04-04 05:00:00
L00934,U0043,C003,R03,Completed,525,2026-04-18 15:00:00
L00935,U0028,C003,R02,Completed,840,2026-04-16 02:00:00
L00936,U0069,C004,R02,Failed,0,2026-04-21 01:00:00
L00937,U0015,C001,R03,Completed,750,2026-04-09 09:00:00
L00938,U0094,C003,R02,Completed,840,2026-04-09 23:00:00
L00939,U0078,C003,R01,Completed,1575,2026-04-29 05:00:00
L00940,U0072,C003,R03,Failed,0,2026-04-04 13:00:00
L00941,U0059,C001,R01,Failed,0,2026-04-19 04:00:00
L00942,U0027,C004,R03,Failed,0,2026-04-15 01:00:00
L00943,U0049,C004,R03,Completed,575,2026-04-01 18:00:00
L00944,U0035,C003,R03,Completed,525,2026-04-29 04:00:00
L00945,U0007,C004,R03,Completed,575,2026-04-16 02:00:00
L00946,U0052,C003,R02,Completed,840,2026-04-01 05:00:00
L00947,U0032,C003,R03,Completed,525,2026-04-26 22:00:00
L00948,U0021,C001,R01,Completed,2250,2026-04-02 07:00:00
L00949,U0058,C004,R01,Completed,1724,2026-04-15 00:00:00
L00950,U0019,C004,R03,Completed,575,2026-04-19 01:00:00
L00951,U0089,C004,R03,Completed,575,2026-04-13 07:00:00
L00952,U0004,C003,R01,Completed,1575,2026-04-16 05:00:00
L00953,U0044,C002,R03,Completed,625,2026-04-14 06:00:00
L00954,U0021,C003,R02,Completed,840,2026-04-27 20:00:00
L00955,U0071,C004,R02,Completed,919,2026-04-21 10:00:00
L00956,U0084,C002,R01,Failed,0,2026-04-21 10:00:00
L00957,U0047,C004,R02,Completed,919,2026-04-26 10:00:00
L00958,U0059,C004,R02,Completed,919,2026-04-16 17:00:00
L00959,U0008,C001,R03,Completed,750,2026-04-25 12:00:00
L00960,U0075,C001,R01,Failed,0,2026-04-11 09:00:00
L00961,U0075,C002,R01,Completed,1875,2026-04-15 08:00:00
L00962,U0028,C003,R03,Completed,525,2026-04-29 14:00:00
L00963,U0020,C001,R02,Completed,1200,2026-04-08 09:00:00
L00964,U0009,C001,R01,Failed,0,2026-04-08 10:00:00
L00965,U0081,C001,R01,Completed,2250,2026-04-13 10:00:00
L00966,U0043,C001,R02,Completed,1200,2026-04-21 11:00:00
L00967,U0098,C003,R01,Failed,0,2026-04-26 05:00:00
L00968,U0005,C004,R01,Completed,1724,2026-04-13 19:00:00
L00969,U0083,C001,R02,Completed,1200,2026-04-15 17:00:00
L00970,U0034,C001,R02,Completed,1200,2026-04-25 13:00:00
L00971,U0029,C001,R01,Completed,2250,2026-04-22 07:00:00
L00972,U0024,C004,R01,Completed,1724,2026-04-26 14:00:00
L00973,U0028,C003,R03,Completed,525,2026-04-16 13:00:00
L00974,U0069,C003,R01,Completed,1575,2026-04-13 10:00:00
L00975,U0009,C003,R03,Completed,525,2026-04-13 23:00:00
L00976,U0034,C001,R02,Completed,1200,2026-04-25 00:00:00
L00977,U0029,C001,R01,Completed,2250,2026-04-10 06:00:00
L00978,U0012,C003,R03,Completed,525,2026-04-21 01:00:00
L00979,U0042,C002,R03,Completed,625,2026-04-03 21:00:00
L00980,U0061,C002,R02,Completed,1000,2026-04-25 13:00:00
L00981,U0089,C004,R03,Failed,0,2026-04-19 09:00:00
L00982,U0040,C003,R02,Completed,840,2026-04-22 14:00:00
L00983,U0009,C004,R02,Completed,919,2026-04-16 00:00:00
L00984,U0070,C001,R03,Completed,750,2026-04-04 02:00:00
L00985,U0097,C001,R03,Completed,750,2026-04-24 12:00:00
L00986,U0071,C003,R01,Failed,0,2026-04-13 21:00:00
L00987,U0077,C001,R01,Completed,2250,2026-04-15 13:00:00
L00988,U0033,C001,R01,Completed,2250,2026-04-08 19:00:00
L00989,U0034,C003,R01,Completed,1575,2026-04-17 19:00:00
L00990,U0004,C002,R02,Completed,1000,2026-04-12 16:00:00
L00991,U0091,C004,R02,Completed,919,2026-04-07 03:00:00
L00992,U0059,C001,R01,Completed,2250,2026-04-01 05:00:00
L00993,U0052,C001,R02,Completed,1200,2026-04-05 13:00:00
L00994,U0095,C002,R03,Completed,625,2026-04-11 06:00:00
L00995,U0036,C001,R03,Completed,750,2026-04-28 14:00:00
L00996,U0050,C004,R03,Completed,575,2026-04-26 15:00:00
L00997,U0072,C004,R03,Completed,575,2026-04-26 00:00:00
L00998,U0001,C001,R03,Completed,750,2026-04-24 18:00:00
L00999,U0026,C003,R01,Completed,1575,2026-04-02 09:00:00
L01000,U0063,C004,R03,Failed,0,2026-04-21 09:00:00
L01001,U0057,C004,R02,Completed,919,2026-04-18 14:00:00
L01002,U0008,C002,R01,Failed,0,2026-04-07 03:00:00
L01003,U0012,C002,R01,Completed,1875,2026-04-17 16:00:00
L01004,U0071,C003,R01,Failed,0,2026-04-16 16:00:00
L01005,U0034,C003,R01,Failed,0,2026-04-14 20:00:00
L01006,U0071,C002,R02,Completed,1000,2026-04-19 22:00:00
L01007,U0037,C002,R03,Completed,625,2026-04-13 20:00:00
L01008,U0005,C003,R01,Completed,1575,2026-04-19 23:00:00
L01009,U0078,C002,R03,Completed,625,2026-04-11 10:00:00
L01010,U0044,C002,R03,Completed,625,2026-04-09 06:00:00
L01011,U0085,C001,R02,Failed,0,2026-04-07 10:00:00
L01012,U0063,C003,R01,Completed,1575,2026-04-12 00:00:00
L01013,U0098,C003,R01,Completed,1575,2026-04-03 19:00:00
L01014,U0002,C002,R02,Completed,1000,2026-04-25 21:00:00
L01015,U0006,C002,R01,Completed,1875,2026-04-23 20:00:00
L01016,U0098,C002,R02,Completed,1000,2026-04-09 18:00:00
L01017,U0024,C004,R03,Completed,575,2026-04-05 00:00:00
L01018,U0040,C004,R01,Completed,1724,2026-04-27 04:00:00
L01019,U0001,C003,R01,Completed,1575,2026-04-27 00:00:00
L01020,U0015,C002,R02,Completed,1000,2026-04-18 07:00:00
L01021,U0051,C003,R03,Completed,525,2026-04-24 18:00:00
L01022,U0021,C002,R02,Completed,1000,2026-04-10 04:00:00
L01023,U0094,C002,R03,Failed,0,2026-04-27 21:00:00
L01024,U0038,C003,R02,Completed,840,2026-04-03 03:00:00
L01025,U0013,C004,R02,Completed,919,2026-04-18 19:00:00
L01026,U0062,C002,R02,Completed,1000,2026-04-02 10:00:00
L01027,U0002,C001,R02,Completed,1200,2026-04-07 07:00:00
L01028,U0055,C002,R03,Completed,625,2026-04-04 16:00:00
L01029,U0096,C001,R02,Completed,1200,2026-04-23 16:00:00
L01030,U0079,C001,R01,Completed,2250,2026-04-11 08:00:00
L01031,U0080,C004,R02,Completed,919,2026-04-26 04:00:00
L01032,U0070,C001,R03,Completed,750,2026-04-08 20:00:00
L01033,U0076,C002,R02,Completed,1000,2026-04-23 16:00:00
L01034,U0099,C001,R01,Completed,2250,2026-04-05 00:00:00
L01035,U0090,C004,R02,Completed,919,2026-04-10 12:00:00
L01036,U0058,C004,R03,Completed,575,2026-04-20 14:00:00
L01037,U0096,C001,R03,Completed,750,2026-04-07 12:00:00
L01038,U0004,C004,R02,Failed,0,2026-04-22 23:00:00
L01039,U0063,C002,R02,Completed,1000,2026-04-09 05:00:00
L01040,U0026,C002,R03,Completed,625,2026-04-10 23:00:00
L01041,U0084,C003,R03,Completed,525,2026-04-10 11:00:00
L01042,U0087,C003,R02,Failed,0,2026-04-28 22:00:00
L01043,U0059,C004,R03,Completed,575,2026-04-16 15:00:00
L01044,U0049,C004,R02,Completed,919,2026-04-11 11:00:00
L01045,U0097,C002,R03,Completed,625,2026-04-01 21:00:00
L01046,U0015,C001,R01,Completed,2250,2026-04-05 13:00:00
L01047,U0050,C003,R03,Completed,525,2026-04-08 00:00:00
L01048,U0078,C001,R03,Completed,750,2026-04-23 09:00:00
L01049,U0095,C004,R01,Completed,1724,2026-04-21 21:00:00
L01050,U0082,C003,R02,Completed,840,2026-04-21 11:00:00
L01051,U0020,C003,R01,Completed,1575,2026-04-26 18:00:00
L01052,U0036,C001,R01,Completed,2250,2026-04-25 10:00:00
L01053,U0041,C001,R01,Completed,2250,2026-04-05 05:00:00
L01054,U0099,C002,R03,Completed,625,2026-04-05 04:00:00
L01055,U0099,C003,R02,Completed,840,2026-04-30 22:00:00
L01056,U0031,C004,R01,Completed,1724,2026-04-25 08:00:00
L01057,U0036,C004,R02,Completed,919,2026-04-16 09:00:00
L01058,U0036,C002,R01,Completed,1875,2026-04-02 17:00:00
L01059,U0008,C002,R02,Failed,0,2026-04-18 03:00:00
L01060,U0036,C001,R03,Completed,750,2026-04-06 02:00:00
L01061,U0047,C003,R02,Completed,840,2026-04-30 11:00:00
L01062,U0002,C004,R02,Failed,0,2026-04-30 06:00:00
L01063,U0005,C003,R01,Completed,1575,2026-04-04 15:00:00
L01064,U0062,C002,R02,Completed,1000,2026-04-21 18:00:00
L01065,U0054,C001,R02,Completed,1200,2026-04-24 11:00:00
L01066,U0033,C004,R01,Completed,1724,2026-04-28 21:00:00
L01067,U0073,C002,R01,Completed,1875,2026-04-02 12:00:00
L01068,U0028,C003,R01,Completed,1575,2026-04-11 20:00:00
L01069,U0088,C004,R01,Completed,1724,2026-04-12 06:00:00
L01070,U0079,C003,R02,Completed,840,2026-04-29 04:00:00
L01071,U0007,C004,R01,Completed,1724,2026-04-18 20:00:00
L01072,U0062,C004,R03,Completed,575,2026-04-21 12:00:00
L01073,U0007,C003,R02,Completed,840,2026-04-20 11:00:00
L01074,U0058,C004,R01,Completed,1724,2026-04-02 21:00:00
L01075,U0043,C002,R03,Completed,625,2026-04-30 20:00:00
L01076,U0021,C003,R02,Completed,840,2026-04-03 06:00:00
L01077,U0031,C001,R01,Completed,2250,2026-04-01 20:00:00
L01078,U0091,C001,R02,Completed,1200,2026-04-18 03:00:00
L01079,U0081,C004,R01,Completed,1724,2026-04-10 17:00:00
L01080,U0066,C004,R01,Completed,1724,2026-04-04 13:00:00
L01081,U0060,C002,R03,Completed,625,2026-04-09 16:00:00
L01082,U0069,C002,R01,Completed,1875,2026-04-15 13:00:00
L01083,U0040,C002,R02,Completed,1000,2026-04-04 15:00:00
L01084,U0012,C003,R02,Completed,840,2026-04-21 08:00:00
L01085,U0073,C003,R01,Completed,1575,2026-04-14 00:00:00
L01086,U0063,C001,R03,Completed,750,2026-04-19 22:00:00
L01087,U0014,C002,R03,Completed,625,2026-04-03 13:00:00
L01088,U0014,C003,R02,Completed,840,2026-04-27 10:00:00
L01089,U0092,C002,R02,Completed,1000,2026-04-14 05:00:00
L01090,U0079,C004,R02,Completed,919,2026-04-08 22:00:00
L01091,U0020,C003,R03,Failed,0,2026-04-28 00:00:00
L01092,U0097,C002,R03,Completed,625,2026-04-30 02:00:00
L01093,U0059,C002,R02,Completed,1000,2026-04-21 21:00:00
L01094,U0013,C004,R01,Completed,1724,2026-04-26 15:00:00
L01095,U0059,C001,R01,Completed,2250,2026-04-20 07:00:00
L01096,U0093,C001,R01,Completed,2250,2026-04-17 00:00:00
L01097,U0089,C002,R03,Failed,0,2026-04-20 20:00:00
L01098,U0059,C002,R02,Completed,1000,2026-04-05 05:00:00
L01099,U0018,C001,R02,Completed,1200,2026-04-30 14:00:00
L01100,U0096,C001,R01,Completed,2250,2026-04-24 13:00:00
L01101,U0008,C002,R03,Completed,625,2026-04-20 16:00:00
L01102,U0014,C004,R02,Completed,919,2026-04-29 14:00:00
L01103,U0069,C001,R03,Completed,750,2026-04-28 14:00:00
L01104,U0033,C004,R01,Completed,1724,2026-04-28 05:00:00
L01105,U0090,C003,R01,Completed,1575,2026-04-05 09:00:00
L01106,U0093,C001,R03,Completed,750,2026-04-24 23:00:00
L01107,U0010,C003,R01,Completed,1575,2026-04-06 11:00:00
L01108,U0059,C003,R02,Completed,840,2026-04-01 07:00:00
L01109,U0025,C001,R02,Completed,1200,2026-04-01 20:00:00
L01110,U0013,C004,R01,Completed,1724,2026-04-04 04:00:00
L01111,U0028,C003,R02,Completed,840,2026-04-02 13:00:00
L01112,U0035,C003,R01,Completed,1575,2026-04-26 08:00:00
L01113,U0095,C002,R01,Completed,1875,2026-04-19 08:00:00
L01114,U0006,C002,R01,Completed,1875,2026-04-12 06:00:00
L01115,U0048,C003,R02,Completed,840,2026-04-28 00:00:00
L01116,U0088,C003,R01,Completed,1575,2026-04-20 13:00:00
L01117,U0056,C002,R03,Completed,625,2026-04-03 10:00:00
L01118,U0048,C001,R02,Completed,1200,2026-04-18 08:00:00
L01119,U0012,C003,R02,Completed,840,2026-04-07 06:00:00
L01120,U0028,C002,R03,Completed,625,2026-04-07 14:00:00
L01121,U0016,C004,R03,Completed,575,2026-04-04 04:00:00
L01122,U0048,C002,R03,Failed,0,2026-04-26 23:00:00
L01123,U0034,C001,R03,Completed,750,2026-04-01 05:00:00
L01124,U0088,C003,R01,Completed,1575,2026-04-25 09:00:00
L01125,U0011,C004,R02,Completed,919,2026-04-28 19:00:00
L01126,U0078,C003,R02,Completed,840,2026-04-03 16:00:00
L01127,U0017,C001,R01,Completed,2250,2026-04-08 01:00:00
L01128,U0057,C002,R01,Completed,1875,2026-04-10 18:00:00
L01129,U0022,C003,R03,Completed,525,2026-04-21 19:00:00
L01130,U0019,C002,R01,Completed,1875,2026-04-05 17:00:00
L01131,U0003,C001,R02,Completed,1200,2026-04-26 15:00:00
L01132,U0074,C001,R02,Completed,1200,2026-04-26 18:00:00
L01133,U0078,C002,R02,Completed,1000,2026-04-22 10:00:00
L01134,U0084,C001,R02,Completed,1200,2026-04-28 15:00:00
L01135,U0003,C003,R02,Completed,840,2026-04-10 21:00:00
L01136,U0100,C001,R02,Completed,1200,2026-04-20 22:00:00
L01137,U0028,C001,R02,Completed,1200,2026-04-17 16:00:00
L01138,U0046,C003,R01,Completed,1575,2026-04-10 18:00:00
L01139,U0096,C004,R01,Completed,1724,2026-04-01 12:00:00
L01140,U0031,C002,R01,Completed,1875,2026-04-29 00:00:00
L01141,U0076,C003,R01,Completed,1575,2026-04-12 13:00:00
L01142,U0068,C003,R03,Failed,0,2026-04-29 07:00:00
L01143,U0086,C004,R03,Completed,575,2026-04-30 21:00:00
L01144,U0013,C001,R01,Completed,2250,2026-04-23 12:00:00
L01145,U0030,C004,R03,Completed,575,2026-04-25 12:00:00
L01146,U0044,C004,R01,Completed,1724,2026-04-03 02:00:00
L01147,U0092,C002,R01,Completed,1875,2026-04-30 18:00:00
L01148,U0063,C001,R02,Completed,1200,2026-04-18 05:00:00
L01149,U0027,C001,R03,Completed,750,2026-04-21 10:00:00
L01150,U0003,C002,R02,Completed,1000,2026-04-29 06:00:00
L01151,U0022,C002,R02,Completed,1000,2026-04-29 17:00:00
L01152,U0051,C003,R01,Completed,1575,2026-04-25 23:00:00
L01153,U0006,C003,R01,Completed,1575,2026-04-06 13:00:00
L01154,U0095,C003,R01,Completed,1575,2026-04-16 19:00:00
L01155,U0053,C002,R02,Completed,1000,2026-04-18 16:00:00
L01156,U0033,C004,R02,Completed,919,2026-04-11 18:00:00
L01157,U0065,C004,R03,Completed,575,2026-04-09 03:00:00
L01158,U0041,C003,R03,Completed,525,2026-04-28 11:00:00
L01159,U0018,C001,R02,Completed,1200,2026-04-09 07:00:00
L01160,U0017,C004,R01,Completed,1724,2026-04-06 06:00:00
L01161,U0006,C004,R01,Completed,1724,2026-04-18 00:00:00
L01162,U0036,C003,R02,Completed,840,2026-04-11 03:00:00
L01163,U0006,C004,R03,Failed,0,2026-04-28 20:00:00
L01164,U0030,C004,R02,Completed,919,2026-04-21 13:00:00
L01165,U0044,C003,R02,Completed,840,2026-04-30 15:00:00
L01166,U0096,C004,R01,Completed,1724,2026-04-13 13:00:00
L01167,U0083,C002,R03,Failed,0,2026-04-24 12:00:00
L01168,U0032,C002,R03,Completed,625,2026-04-16 11:00:00
L01169,U0053,C004,R01,Completed,1724,2026-04-03 20:00:00
L01170,U0024,C003,R03,Completed,525,2026-04-23 01:00:00
L01171,U0062,C003,R02,Completed,840,2026-04-27 04:00:00
L01172,U0018,C003,R01,Completed,1575,2026-04-20 06:00:00
L01173,U0002,C001,R03,Completed,750,2026-04-25 12:00:00
L01174,U0052,C003,R03,Completed,525,2026-04-18 11:00:00
L01175,U0095,C002,R02,Completed,1000,2026-04-02 15:00:00
L01176,U0095,C004,R03,Completed,575,2026-04-16 19:00:00
L01177,U0059,C003,R02,Completed,840,2026-04-06 04:00:00
L01178,U0080,C004,R01,Completed,1724,2026-04-09 12:00:00
L01179,U0006,C001,R02,Completed,1200,2026-04-26 04:00:00
L01180,U0041,C001,R01,Completed,2250,2026-04-24 09:00:00
L01181,U0055,C002,R03,Completed,625,2026-04-24 10:00:00
L01182,U0086,C002,R03,Completed,625,2026-04-25 13:00:00
L01183,U0099,C004,R01,Completed,1724,2026-04-30 09:00:00
L01184,U0002,C003,R01,Completed,1575,2026-04-01 04:00:00
L01185,U0043,C003,R01,Completed,1575,2026-04-23 18:00:00
L01186,U0097,C001,R03,Completed,750,2026-04-04 14:00:00
L01187,U0092,C002,R01,Failed,0,2026-04-21 14:00:00
L01188,U0017,C003,R01,Completed,1575,2026-04-08 06:00:00
L01189,U0036,C002,R02,Completed,1000,2026-04-02 00:00:00
L01190,U0069,C004,R02,Completed,919,2026-04-12 05:00:00
L01191,U0024,C001,R02,Completed,1200,2026-04-16 23:00:00
L01192,U0040,C001,R02,Completed,1200,2026-04-21 11:00:00
L01193,U0068,C001,R02,Failed,0,2026-04-27 15:00:00
L01194,U0094,C001,R01,Completed,2250,2026-04-26 05:00:00
L01195,U0077,C001,R01,Completed,2250,2026-04-10 23:00:00
L01196,U0041,C004,R03,Completed,575,2026-04-02 08:00:00
L01197,U0047,C003,R02,Completed,840,2026-04-16 19:00:00
L01198,U0018,C003,R01,Completed,1575,2026-04-27 12:00:00
L01199,U0065,C004,R01,Completed,1724,2026-04-13 23:00:00
L01200,U0067,C001,R03,Completed,750,2026-04-08 15:00:00
L01201,U0029,C003,R01,Completed,1575,2026-04-24 23:00:00
L01202,U0067,C003,R03,Completed,525,2026-04-23 01:00:00
L01203,U0023,C002,R02,Completed,1000,2026-04-18 00:00:00
L01204,U0084,C004,R01,Completed,1724,2026-04-12 19:00:00
L01205,U0032,C003,R03,Completed,525,2026-04-09 23:00:00
L01206,U0034,C001,R01,Completed,2250,2026-04-21 12:00:00
L01207,U0047,C004,R02,Completed,919,2026-04-18 10:00:00
L01208,U0061,C003,R02,Completed,840,2026-04-21 23:00:00
L01209,U0007,C002,R01,Completed,1875,2026-04-15 16:00:00
L01210,U0070,C004,R02,Completed,919,2026-04-21 19:00:00
L01211,U0062,C004,R03,Completed,575,2026-04-16 11:00:00
L01212,U0005,C002,R03,Completed,625,2026-04-30 06:00:00
L01213,U0017,C001,R02,Completed,1200,2026-04-02 14:00:00
L01214,U0018,C001,R01,Completed,2250,2026-04-16 22:00:00
L01215,U0049,C002,R02,Completed,1000,2026-04-18 08:00:00
L01216,U0099,C002,R02,Completed,1000,2026-04-02 15:00:00
L01217,U0029,C001,R03,Completed,750,2026-04-07 06:00:00
L01218,U0083,C001,R02,Completed,1200,2026-04-05 18:00:00
L01219,U0069,C002,R01,Completed,1875,2026-04-11 04:00:00
L01220,U0049,C002,R02,Completed,1000,2026-04-10 14:00:00
L01221,U0002,C002,R01,Completed,1875,2026-04-11 18:00:00
L01222,U0047,C001,R02,Completed,1200,2026-04-23 01:00:00
L01223,U0079,C004,R03,Completed,575,2026-04-16 10:00:00
L01224,U0063,C002,R03,Failed,0,2026-04-16 17:00:00
L01225,U0040,C001,R02,Completed,1200,2026-04-18 13:00:00
L01226,U0030,C003,R01,Completed,1575,2026-04-27 00:00:00
L01227,U0047,C001,R03,Completed,750,2026-04-24 21:00:00
L01228,U0044,C003,R01,Completed,1575,2026-04-07 10:00:00
L01229,U0021,C002,R01,Completed,1875,2026-04-26 01:00:00
L01230,U0008,C004,R01,Failed,0,2026-04-21 07:00:00
L01231,U0034,C003,R02,Completed,840,2026-04-01 16:00:00
L01232,U0040,C003,R03,Completed,525,2026-04-29 20:00:00
L01233,U0050,C003,R01,Completed,1575,2026-04-27 14:00:00
L01234,U0038,C004,R03,Completed,575,2026-04-06 07:00:00
L01235,U0072,C004,R02,Completed,919,2026-04-25 13:00:00
L01236,U0002,C001,R02,Completed,1200,2026-04-25 07:00:00
L01237,U0099,C003,R01,Completed,1575,2026-04-19 22:00:00
L01238,U0056,C004,R03,Completed,575,2026-04-09 07:00:00
L01239,U0081,C003,R02,Completed,840,2026-04-10 19:00:00
L01240,U0094,C001,R01,Completed,2250,2026-04-13 21:00:00
L01241,U0026,C004,R01,Completed,1724,2026-04-28 21:00:00
L01242,U0032,C001,R03,Completed,750,2026-04-05 20:00:00
L01243,U0069,C002,R02,Completed,1000,2026-04-05 23:00:00
L01244,U0024,C002,R02,Completed,1000,2026-04-04 15:00:00
L01245,U0005,C003,R02,Completed,840,2026-04-01 01:00:00
L01246,U0085,C004,R03,Completed,575,2026-04-11 14:00:00
L01247,U0042,C001,R01,Completed,2250,2026-04-01 20:00:00
L01248,U0089,C002,R03,Completed,625,2026-04-22 09:00:00
L01249,U0031,C001,R01,Failed,0,2026-04-01 18:00:00
L01250,U0027,C002,R02,Failed,0,2026-04-01 15:00:00
L01251,U0049,C001,R03,Completed,750,2026-04-05 16:00:00
L01252,U0081,C002,R01,Completed,1875,2026-04-06 19:00:00
L01253,U0051,C004,R02,Completed,919,2026-04-15 18:00:00
L01254,U0015,C003,R02,Completed,840,2026-04-04 23:00:00
L01255,U0007,C003,R02,Completed,840,2026-04-07 22:00:00
L01256,U0066,C002,R01,Completed,1875,2026-04-13 20:00:00
L01257,U0089,C001,R02,Completed,1200,2026-04-09 11:00:00
L01258,U0028,C002,R02,Completed,1000,2026-04-22 19:00:00
L01259,U0075,C003,R03,Completed,525,2026-04-06 01:00:00
L01260,U0051,C002,R03,Completed,625,2026-04-23 03:00:00
L01261,U0059,C004,R01,Completed,1724,2026-04-04 12:00:00
L01262,U0082,C001,R03,Completed,750,2026-04-19 15:00:00
L01263,U0054,C002,R02,Failed,0,2026-04-18 19:00:00
L01264,U0017,C004,R02,Completed,919,2026-04-20 14:00:00
L01265,U0028,C002,R02,Completed,1000,2026-04-18 07:00:00
L01266,U0088,C004,R03,Completed,575,2026-04-15 01:00:00
L01267,U0021,C003,R01,Completed,1575,2026-04-05 19:00:00
L01268,U0084,C003,R02,Completed,840,2026-04-09 22:00:00
L01269,U0047,C002,R02,Completed,1000,2026-04-09 00:00:00
L01270,U0069,C003,R02,Completed,840,2026-04-22 02:00:00
L01271,U0014,C004,R01,Completed,1724,2026-04-29 14:00:00
L01272,U0033,C004,R03,Completed,575,2026-04-21 05:00:00
L01273,U0091,C003,R02,Completed,840,2026-04-25 11:00:00
L01274,U0023,C004,R02,Completed,919,2026-04-24 15:00:00
L01275,U0036,C001,R01,Completed,2250,2026-04-19 21:00:00
L01276,U0044,C004,R01,Completed,1724,2026-04-18 16:00:00
L01277,U0026,C004,R02,Completed,919,2026-04-09 17:00:00
L01278,U0079,C004,R03,Completed,575,2026-04-22 20:00:00
